judul,genre,year
"Unforgettable Summer, An (Un été inoubliable)",Drama,1994
"Last Klezmer: Leopold Kozlowski, His Life and Music, The",Documentary,1994
Somebody to Love,Drama,1994
Daylight,Action|Adventure|Drama|Thriller,1996
"Frighteners, The",Comedy|Horror|Thriller,1996
Lone Star,Drama|Mystery|Western,1996
Harriet the Spy,Children|Comedy,1996
Phenomenon,Drama|Romance,1996
Walking and Talking,Comedy|Drama|Romance,1996
She's the One,Comedy|Romance,1996
"Time to Kill, A",Drama|Thriller,1996
American Buffalo,Crime|Drama,1996
Alaska,Adventure|Children,1996
Fled,Action|Adventure,1996
Kazaam,Children|Comedy|Fantasy,1996
Larger Than Life,Comedy,1996
"Very Brady Sequel, A",Comedy,1996
"Collector, The (La collectionneuse)",Drama,1967
Kaspar Hauser,Drama|Mystery,1993
"Adventures of Pinocchio, The",Adventure|Children,1996
Joe's Apartment,Comedy|Fantasy|Musical,1996
"First Wives Club, The",Comedy,1996
Ransom,Crime|Thriller,1996
High School High,Comedy,1996
Foxfire,Drama,1996
Chain Reaction,Action|Adventure|Thriller,1996
Matilda,Children|Comedy|Fantasy,1996
Emma,Comedy|Drama|Romance,1996
"Crow: City of Angels, The",Action|Thriller,1996
House Arrest,Children|Comedy,1996
"Eyes Without a Face (Yeux sans visage, Les)",Horror,1959
Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,1996
"Spitfire Grill, The",Drama,1996
Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1996
Basquiat,Drama,1996
Tin Cup,Comedy|Drama|Romance,1996
"Godfather, The",Crime|Drama,1972
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action|Comedy|Crime|Thriller,1992
Bound,Crime|Drama|Romance|Thriller,1996
Carpool,Comedy|Crime,1996
Kansas City,Crime|Drama|Musical|Thriller,1996
Gone Fishin',Comedy,1997
Nothing to Lose,Action|Crime|Drama,1994
Supercop 2 (Project S) (Chao ji ji hua),Action|Comedy|Crime|Thriller,1993
"Relic, The",Horror|Thriller,1997
"Island of Dr. Moreau, The",Sci-Fi|Thriller,1996
First Kid,Children|Comedy,1996
"Trigger Effect, The",Drama|Thriller,1996
Bogus,Children|Drama|Fantasy,1996
Bulletproof,Action|Comedy|Crime,1996
Land Before Time III: The Time of the Great Giving,Adventure|Animation|Children|Musical,1995
1-900 (06),Drama|Romance,1994
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror|Thriller,1995
Twelfth Night,Comedy|Drama|Romance,1996
Mother Night,Drama,1996
Wild Reeds (Les roseaux sauvages),Drama,1994
For Whom the Bell Tolls,Adventure|Drama|Romance|War,1943
"Philadelphia Story, The",Comedy|Drama|Romance,1940
Singin' in the Rain,Comedy|Musical|Romance,1952
"American in Paris, An",Musical|Romance,1951
Funny Face,Comedy|Musical,1957
Breakfast at Tiffany's,Drama|Romance,1961
Vertigo,Drama|Mystery|Romance|Thriller,1958
Rear Window,Mystery|Thriller,1954
It Happened One Night,Comedy|Romance,1934
Gaslight,Drama|Thriller,1944
"Gay Divorcee, The",Comedy|Musical|Romance,1934
North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959
"Apartment, The",Comedy|Drama|Romance,1960
Some Like It Hot,Comedy|Crime,1959
Charade,Comedy|Crime|Mystery|Romance|Thriller,1963
Casablanca,Drama|Romance,1942
"Maltese Falcon, The",Film-Noir|Mystery,1941
My Fair Lady,Comedy|Drama|Musical|Romance,1964
Roman Holiday,Comedy|Drama|Romance,1953
"Little Princess, The",Children|Drama,1939
Meet Me in St. Louis,Musical,1944
"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1939
Gone with the Wind,Drama|Romance|War,1939
My Favorite Year,Comedy,1982
Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,1950
Citizen Kane,Drama|Mystery,1941
2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968
All About Eve,Drama,1950
"Women, The",Comedy,1939
Rebecca,Drama|Mystery|Romance|Thriller,1940
Foreign Correspondent,Drama|Film-Noir|Mystery|Thriller,1940
Notorious,Film-Noir|Romance|Thriller,1946
Spellbound,Mystery|Romance|Thriller,1945
"Affair to Remember, An",Drama|Romance,1957
To Catch a Thief,Crime|Mystery|Romance|Thriller,1955
Father of the Bride,Comedy,1950
"Band Wagon, The",Comedy|Musical,1953
Ninotchka,Comedy|Romance,1939
Love in the Afternoon,Comedy|Romance,1957
Gigi,Musical,1958
"Adventures of Robin Hood, The",Action|Adventure|Romance,1938
"Mark of Zorro, The",Adventure,1940
Laura,Crime|Film-Noir|Mystery,1944
"Ghost and Mrs. Muir, The",Drama|Fantasy|Romance,1947
Lost Horizon,Drama,1937
Top Hat,Comedy|Musical|Romance,1935
To Be or Not to Be,Comedy|Drama|War,1942
My Man Godfrey,Comedy|Romance,1936
Giant,Drama|Romance|Western,1956
East of Eden,Drama,1955
"Thin Man, The",Comedy|Crime,1934
His Girl Friday,Comedy|Romance,1940
Around the World in 80 Days,Adventure|Comedy,1956
It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946
Mr. Smith Goes to Washington,Drama,1939
Bringing Up Baby,Comedy|Romance,1938
Penny Serenade,Drama|Romance,1941
Of Human Bondage,Drama,1934
Little Lord Fauntleroy,Drama,1936
"Inspector General, The",Musical,1949
"39 Steps, The",Drama|Mystery|Thriller,1935
Night of the Living Dead,Horror|Sci-Fi|Thriller,1968
"African Queen, The",Adventure|Comedy|Romance|War,1951
Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953
Cat on a Hot Tin Roof,Drama,1958
Meet John Doe,Comedy|Drama,1941
"Farewell to Arms, A",Romance|War,1932
Nothing Personal,Drama|War,1995
Dangerous Ground,Drama,1997
Picnic,Drama,1955
"Pompatus of Love, The",Comedy|Drama,1996
Fly Away Home,Adventure|Children,1996
Bliss,Drama|Romance,1997
Grace of My Heart,Comedy|Drama,1996
Maximum Risk,Action|Adventure|Thriller,1996
Michael Collins,Drama,1996
Infinity,Drama,1996
Big Night,Comedy|Drama,1996
Last Man Standing,Action|Crime|Drama|Thriller,1996
Set It Off,Action|Crime,1996
2 Days in the Valley,Crime|Film-Noir,1996
Extreme Measures,Drama|Thriller,1996
"Glimmer Man, The",Action|Thriller,1996
D3: The Mighty Ducks,Children|Comedy,1996
"Chamber, The",Drama,1996
"Apple Dumpling Gang, The",Children|Comedy|Western,1975
"Davy Crockett, King of the Wild Frontier",Adventure|Western,1955
Escape to Witch Mountain,Adventure|Children|Fantasy,1975
"Love Bug, The",Children|Comedy,1969
Herbie Rides Again,Children|Comedy|Fantasy|Romance,1974
Old Yeller,Children|Drama,1957
"Parent Trap, The",Children|Comedy|Romance,1961
Pollyanna,Children|Comedy|Drama,1960
Homeward Bound: The Incredible Journey,Adventure|Children|Drama,1993
"Shaggy Dog, The",Children|Comedy,1959
Swiss Family Robinson,Adventure|Children,1960
That Darn Cat!,Children|Comedy|Mystery,1965
"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1954
Cool Runnings,Comedy,1993
Angels in the Outfield,Children|Comedy,1994
Cinderella,Animation|Children|Fantasy|Musical|Romance,1950
Winnie the Pooh and the Blustery Day,Animation|Children|Musical,1968
"Three Caballeros, The",Animation|Children|Musical,1945
"Sword in the Stone, The",Animation|Children|Fantasy|Musical,1963
Robin Hood: Prince of Thieves,Adventure|Drama,1991
Mary Poppins,Children|Comedy|Fantasy|Musical,1964
Dumbo,Animation|Children|Drama|Musical,1941
Pete's Dragon,Adventure|Animation|Children|Musical,1977
Bedknobs and Broomsticks,Adventure|Children|Musical,1971
Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951
"Fox and the Hound, The",Animation|Children|Drama,1981
Freeway,Comedy|Crime|Drama|Thriller,1996
"Sound of Music, The",Musical|Romance,1965
Die Hard,Action|Crime|Thriller,1988
"Lawnmower Man, The",Action|Horror|Sci-Fi|Thriller,1992
"Secret Agent, The",Drama,1996
Secrets & Lies,Drama,1996
That Thing You Do!,Comedy|Drama,1996
To Gillian on Her 37th Birthday,Drama|Romance,1996
Beautiful Thing,Drama|Romance,1996
"Long Kiss Goodnight, The",Action|Drama|Thriller,1996
"Ghost and the Darkness, The",Action|Adventure,1996
Looking for Richard,Documentary|Drama,1996
Trees Lounge,Drama,1996
Normal Life,Crime|Drama|Romance,1996
Get on the Bus,Drama,1996
Shadow Conspiracy,Thriller,1997
Jude,Drama,1996
Everyone Says I Love You,Comedy|Musical|Romance,1996
William Shakespeare's Romeo + Juliet,Drama|Romance,1996
Swingers,Comedy|Drama,1996
Sleepers,Thriller,1996
Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,1996
Shall We Dance,Comedy|Musical|Romance,1937
Crossfire,Crime|Film-Noir,1947
Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,1971
"Innocents, The",Drama|Horror|Thriller,1961
Sleeper,Comedy|Sci-Fi,1973
Bananas,Comedy|War,1971
"Fish Called Wanda, A",Comedy|Crime,1988
Monty Python's Life of Brian,Comedy,1979
Victor/Victoria,Comedy|Musical|Romance,1982
"Candidate, The",Drama,1972
"Great Race, The",Comedy|Musical,1965
Bonnie and Clyde,Crime|Drama,1967
"Old Man and the Sea, The",Adventure|Drama,1958
Dial M for Murder,Crime|Mystery|Thriller,1954
Dirty Dancing,Drama|Musical|Romance,1987
Reservoir Dogs,Crime|Mystery|Thriller,1992
Platoon,Drama|War,1986
Weekend at Bernie's,Comedy,1989
Basic Instinct,Crime|Mystery|Thriller,1992
"Doors, The",Drama,1991
"Crying Game, The",Drama|Romance|Thriller,1992
Glengarry Glen Ross,Drama,1992
Sophie's Choice,Drama,1982
E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,1982
"Christmas Carol, A",Children|Drama|Fantasy,1938
Days of Thunder,Action|Drama|Romance,1990
Top Gun,Action|Romance,1986
Rebel Without a Cause,Drama,1955
"Streetcar Named Desire, A",Drama,1951
Children of the Corn IV: The Gathering,Horror,1996
Loser,Comedy,1991
Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,1996
Palookaville,Action|Comedy|Drama,1996
"Funeral, The",Crime|Drama,1996
"Single Girl, A (Fille seule, La)",Drama,1995
"Eighth Day, The (Huitième jour, Le)",Drama,1996
Drunks,Drama,1995
"People vs. Larry Flynt, The",Comedy|Drama,1996
Glory Daze,Drama,1995
"Perfect Candidate, A",Documentary,1996
On Golden Pond,Drama,1981
"Return of the Pink Panther, The",Comedy|Crime,1975
Drop Dead Fred,Comedy|Fantasy,1991
"Abyss, The",Action|Adventure|Sci-Fi|Thriller,1989
"Fog, The",Horror,1980
Escape from New York,Action|Adventure|Sci-Fi|Thriller,1981
"Howling, The",Horror|Mystery,1980
Jean de Florette,Drama|Mystery,1986
Manon of the Spring (Manon des sources),Drama,1986
Private Benjamin,Comedy,1980
Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,1975
Hustler White,Romance,1996
Entertaining Angels: The Dorothy Day Story,Drama,1996
"Line King: The Al Hirschfeld Story, The",Documentary,1996
When We Were Kings,Documentary,1996
Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,1993
"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama,1982
Lesson Faust,Animation|Comedy|Drama|Fantasy,1994
"Children Are Watching Us, The (Bambini ci guardano, I)",Drama,1944
"Tin Drum, The (Blechtrommel, Die)",Drama|War,1979
"Ruling Class, The",Comedy|Drama,1972
Mina Tannenbaum,Drama,1994
Dear God,Comedy,1996
Best of the Best 3: No Turning Back,Action,1995
Bob Roberts,Comedy,1992
Cinema Paradiso (Nuovo cinema Paradiso),Drama,1989
"Cook the Thief His Wife & Her Lover, The",Comedy|Drama,1989
Delicatessen,Comedy|Drama|Romance,1991
"Double Life of Veronique, The (Double Vie de Véronique, La)",Drama|Fantasy|Romance,1991
Enchanted April,Drama|Romance,1992
Paths of Glory,Drama|War,1957
"Grifters, The",Crime|Drama|Film-Noir,1990
Hear My Song,Comedy,1991
"English Patient, The",Drama|Romance|War,1996
Mediterraneo,Comedy|Drama,1991
My Left Foot,Drama,1989
"Sex, Lies, and Videotape",Drama,1989
Passion Fish,Drama,1992
Strictly Ballroom,Comedy|Romance,1992
"Thin Blue Line, The",Documentary,1988
Tie Me Up! Tie Me Down! (¡Átame!),Crime|Drama|Romance,1990
Madonna: Truth or Dare,Documentary|Musical,1991
Paris Is Burning,Documentary,1990
One Flew Over the Cuckoo's Nest,Drama,1975
Cheech and Chong's Up in Smoke,Comedy,1978
Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,1980
"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,1987
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action|Adventure,1981
Brazil,Fantasy|Sci-Fi,1985
Aliens,Action|Adventure|Horror|Sci-Fi,1986
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,1966
Withnail & I,Comedy,1987
12 Angry Men,Drama,1957
Lawrence of Arabia,Adventure|Drama|War,1962
"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971
To Kill a Mockingbird,Drama,1962
Apocalypse Now,Action|Drama|War,1979
Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,1968
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,1983
"Wings of Desire (Himmel über Berlin, Der)",Drama|Fantasy|Romance,1987
"Third Man, The",Film-Noir|Mystery|Thriller,1949
Goodfellas,Crime|Drama,1990
Alien,Horror|Sci-Fi,1979
Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,1993
"Big Blue, The (Grand bleu, Le)",Adventure|Drama|Romance,1988
Ran,Drama|War,1985
"Killer, The (Die xue shuang xiong)",Action|Crime|Drama|Thriller,1989
Psycho,Crime|Horror,1960
"Blues Brothers, The",Action|Comedy|Musical,1980
"Godfather: Part II, The",Crime|Drama,1974
Full Metal Jacket,Drama|War,1987
"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,1989
Henry V,Action|Drama|Romance|War,1989
Amadeus,Drama,1984
"Quiet Man, The",Drama|Romance,1952
Once Upon a Time in America,Crime|Drama,1984
Raging Bull,Drama,1980
Annie Hall,Comedy|Romance,1977
"Right Stuff, The",Drama,1983
Stalker,Drama|Mystery|Sci-Fi,1979
"Boot, Das (Boat, The)",Action|Drama|War,1981
"Sting, The",Comedy|Crime,1973
Harold and Maude,Comedy|Drama|Romance,1971
Trust,Comedy|Drama|Romance,1990
"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1957
Local Hero,Comedy,1983
"Terminator, The",Action|Sci-Fi|Thriller,1984
Dead Alive (Braindead),Comedy|Fantasy|Horror,1992
Glory,Drama|War,1989
Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990
Manhattan,Comedy|Drama|Romance,1979
Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990
Dead Poets Society,Drama,1989
"Graduate, The",Comedy|Drama|Romance,1967
Touch of Evil,Crime|Film-Noir|Thriller,1958
"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990
"Bridge on the River Kwai, The",Adventure|Drama|War,1957
8 1/2 (8½),Drama|Fantasy,1963
Chinatown,Crime|Film-Noir|Mystery|Thriller,1974
"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1951
"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,1948
Bad Taste,Comedy|Horror|Sci-Fi,1987
Duck Soup,Comedy|Musical|War,1933
Better Off Dead...,Comedy|Romance,1985
"Shining, The",Horror,1980
Stand by Me,Adventure|Drama,1986
M,Crime|Film-Noir|Thriller,1931
Evil Dead II (Dead by Dawn),Action|Comedy|Fantasy|Horror,1987
"Great Escape, The",Action|Adventure|Drama|War,1963
"Deer Hunter, The",Drama|War,1978
Diva,Action|Drama|Mystery|Romance|Thriller,1981
Groundhog Day,Comedy|Fantasy|Romance,1993
Unforgiven,Drama|Western,1992
"Manchurian Candidate, The",Crime|Thriller|War,1962
Pump Up the Volume,Comedy|Drama,1990
Arsenic and Old Lace,Comedy|Mystery|Thriller,1944
Back to the Future,Adventure|Comedy|Sci-Fi,1985
Fried Green Tomatoes,Comedy|Crime|Drama,1991
Patton,Drama|War,1970
Down by Law,Comedy|Drama|Film-Noir,1986
Akira,Action|Adventure|Animation|Sci-Fi,1988
Highlander,Action|Adventure|Fantasy,1986
Cool Hand Luke,Drama,1967
Cyrano de Bergerac,Comedy|Drama|Romance,1990
Young Frankenstein,Comedy|Fantasy,1974
Night on Earth,Comedy|Drama,1991
Raise the Red Lantern (Da hong deng long gao gao gua),Drama,1991
"Great Dictator, The",Comedy|Drama|War,1940
Fantasia,Animation|Children|Fantasy|Musical,1940
High Noon,Drama|Western,1952
"Big Sleep, The",Crime|Film-Noir|Mystery,1946
Heathers,Comedy,1989
Somewhere in Time,Drama|Romance,1980
Ben-Hur,Action|Adventure|Drama,1959
This Is Spinal Tap,Comedy,1984
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Documentary,1983
Some Kind of Wonderful,Drama|Romance,1987
Indiana Jones and the Last Crusade,Action|Adventure,1989
Being There,Comedy|Drama,1979
Gandhi,Drama,1982
"Unbearable Lightness of Being, The",Drama,1988
"Room with a View, A",Drama|Romance,1986
Real Genius,Comedy,1985
Pink Floyd: The Wall,Drama|Musical,1982
"Killing Fields, The",Drama|War,1984
My Life as a Dog (Mitt liv som hund),Comedy|Drama,1985
Forbidden Planet,Drama|Sci-Fi,1956
Field of Dreams,Children|Drama|Fantasy,1989
"Man Who Would Be King, The",Adventure|Drama,1975
Butch Cassidy and the Sundance Kid,Action|Western,1969
"Paris, Texas",Drama|Romance,1984
Until the End of the World (Bis ans Ende der Welt),Adventure|Drama|Sci-Fi,1991
When Harry Met Sally...,Comedy|Romance,1989
Hype!,Documentary,1996
Female Perversions,Drama,1996
Blue Juice,Comedy|Drama,1995
Alien³ (a.k.a. Alien 3),Action|Horror|Sci-Fi|Thriller,1992
"American Werewolf in London, An",Comedy|Horror|Thriller,1981
Amityville 1992: It's About Time,Horror,1992
Amityville 3-D,Horror,1983
Amityville: Dollhouse,Horror,1996
Amityville: A New Generation,Horror,1993
Amityville II: The Possession,Horror,1982
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,1979
"Amityville Curse, The",Horror,1990
Blood for Dracula (Andy Warhol's Dracula),Horror,1974
April Fool's Day,Horror,1986
Audrey Rose,Horror,1977
"Believers, The",Horror|Thriller,1987
"Birds, The",Horror|Thriller,1963
"Blob, The",Horror|Sci-Fi,1958
Blood Beach,Horror|Mystery,1981
Body Parts,Horror|Thriller,1991
"Body Snatcher, The",Drama|Horror|Thriller,1945
Dracula (Bram Stoker's Dracula),Fantasy|Horror|Romance|Thriller,1992
"Bride of Frankenstein, The (Bride of Frankenstein)",Drama|Horror|Sci-Fi,1935
Burnt Offerings,Horror,1976
Candyman,Horror|Thriller,1992
Cape Fear,Thriller,1991
Carrie,Drama|Fantasy|Horror|Thriller,1976
Cat People,Drama|Fantasy|Horror,1982
"Nightmare on Elm Street, A",Horror|Thriller,1984
"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror,1922
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror,1986
"Omen, The",Horror|Mystery|Thriller,1976
Blood and Wine (Blood & Wine),Crime|Drama|Thriller,1996
Albino Alligator,Crime|Thriller,1996
"Mirror Has Two Faces, The",Comedy|Drama|Romance,1996
Breaking the Waves,Drama|Mystery,1996
Nightwatch,Horror|Thriller,1997
Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996
Shine,Drama|Romance,1996
Sling Blade,Drama,1996
Jingle All the Way,Children|Comedy,1996
Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996
"Preacher's Wife, The",Drama,1996
Ridicule,Drama,1996
"Crucible, The",Drama,1996
101 Dalmatians,Adventure|Children|Comedy,1996
Die Hard 2,Action|Adventure|Thriller,1990
Star Trek: The Motion Picture,Adventure|Sci-Fi,1979
Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1991
Star Trek V: The Final Frontier,Action|Sci-Fi,1989
Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,1982
Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984
Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1986
Batman Returns,Action|Crime,1992
Young Guns,Action|Comedy|Western,1988
Young Guns II,Action|Western,1990
Grease,Comedy|Musical|Romance,1978
Grease 2,Comedy|Musical|Romance,1982
Marked for Death,Action|Drama,1990
Under Siege,Action|Drama|Thriller,1992
Jaws,Action|Horror,1975
Jaws 2,Horror|Thriller,1978
Jaws 3-D,Action|Horror,1983
My Fellow Americans,Comedy,1996
Mars Attacks!,Action|Comedy|Sci-Fi,1996
Citizen Ruth,Comedy|Drama,1996
Jerry Maguire,Drama|Romance,1996
Raising Arizona,Comedy,1987
Tin Men,Comedy|Drama,1987
Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992
